PERMCO,GVKEY,companyid
54018,187739,1809458
13685,31744,1809521
54014,180474,1809776
54011,170458,1809779
54028,187631,1809784
54032,188855,1809788
54026,187450,1810090
54050,164132,1811446
54065,171023,1811454
54053,186823,1812218
54046,187491,1812353
54037,171059,1812366
54058,170353,1813288
54048,170841,1813482
54055,170904,1813582
54064,170616,1813585
54040,170444,1813872
54063,170335,1813890
54038,182012,1814834
54057,171155,1815160
54060,186995,1815166
54035,189516,1815524
54034,170875,1815984
54036,170418,1815995
54087,186159,1816267
54082,189459,1816703
54068,186428,1816722
54077,187575,1817261
54081,170615,1818103
54080,183108,1818108
54079,187105,1818116
54061,187833,1818293
54084,170617,1820060
4715,10930,1820399
54089,24658,1822262
54088,155387,1822842
54113,140568,1823939
54106,28322,1823948
54115,36356,1827402
54114,187773,1829383
54116,170969,1829403
54109,171007,1830138
54099,11756,1830202
54154,186517,1830207
54148,162717,1872983
54144,170961,1874186
54146,171141,1874195
54153,186473,1874457
54139,171067,1874468
54149,166723,1874797
54141,187775,1875078
54136,11922,1875481
54137,170297,1875760
54145,170759,1875773
54150,171097,1875779
54143,179094,1876067
54163,187970,1877142
54157,171002,1877439
54162,171049,1878334
54168,185943,1878352
54167,170965,1878989
54164,4681,1879945
54151,170419,1879952
54170,13861,1881375
54169,179234,1881801
54194,25027,1888148
54184,13836,1889905
54183,12892,1889915
54472,157679,1889928
54180,190963,1889949
54191,187549,1889958
54195,11745,1892144
54182,13871,1892151
28836,160681,1892715
54193,12978,1892833
54203,14032,1893067
54198,180483,1893368
54232,13835,1893736
54217,15420,1894867
54209,3382,1895230
54208,174022,1895265
54226,5241,1895286
54224,14320,1895298
54222,170750,1895607
54213,15044,1895620
54223,13665,1895653
54207,170945,1897609
54228,29687,1898054
54202,15212,1899182
54231,16066,1899196
54212,13540,1899705
54235,64668,1900895
54259,12833,1901833
54517,12976,1902587
54229,15149,1902630
54219,15056,1902897
54268,16150,1903249
54269,185659,1903262
54266,16416,1904706
54270,17877,1904708
54286,16608,1912219
54296,16225,1912843
42547,144887,1912853
54272,176475,1913288
54278,125794,1913681
54284,178823,1914267
53636,181515,1914773
53821,187483,1914795
54283,15314,1915392
54282,65697,1915403
54294,14402,1915956
54285,160546,1919089
54287,16101,1921326
54308,133048,1923324
54307,16116,1925418
54313,104432,1925428
54302,15396,1925431
54312,147898,1927859
54310,12081,1927872
54314,171022,1927877
54303,258869,1928451
54309,15489,1929126
54327,13721,1929138
54299,8092,1929148
31767,63698,1929165
54318,16486,1929884
54334,17012,1930635
54330,16886,1930647
54326,183029,1930657
54331,176636,1930900
54333,170450,1931124
54329,17057,1931497
11758,183704,1931837
54323,187148,1932148
54335,17056,1932521
54332,162293,1934678
55960,17826,1937477
54354,8661,1937993
54336,16113,1938625
54347,187607,1939970
54344,17553,1941399
54337,180659,1941706
54351,16269,1941712
54342,16884,1942028
54353,23363,1942030
54343,17376,1942035
15186,64055,1942040
54352,170775,1942971
54346,185334,1943229
54377,17451,1944082
48767,162222,1944095
54368,16653,1945564
54373,17498,1945758
54380,17500,1945760
54361,185375,1945763
54365,17505,1945767
54367,311524,1946871
54372,180759,1946882
54375,17550,1947127
54366,186392,1947132
54376,17687,1947731
54369,183322,1947734
54378,178157,1948281
54390,17866,1949523
54396,16384,1949535
54384,17626,1950821
54389,17692,1951091
54401,17928,1951118
54421,17688,1951125
54422,17696,1951137
54407,24351,1951360
54403,15117,1951902
46018,11738,1951910
29052,24287,1951922
41577,143710,1952912
54406,185857,1953141
54402,17695,1953153
54415,17693,1953160
54408,170396,1953389
54387,160378,1953393
45180,154605,1953399
54405,32715,1953649
54419,17931,1953651
54400,18003,1953917
54388,17811,1953936
54410,17808,1955677
54455,17581,1957232
54440,166087,1958067
38418,9551,1958074
54444,12151,1958357
54434,32984,1958370
54424,17998,1959389
54439,17501,1959655
54443,4606,1959667
54428,170384,1959962
54432,18009,1961075
54427,18162,1961087
54435,17567,1961442
54456,18066,1961476
54430,18006,1961480
54438,14551,1961484
54431,18047,1961771
54467,170730,1964532
54480,18323,1964809
54466,18293,1965798
54485,3169,1966124
54471,18071,1966849
54487,18177,1966854
54470,18145,1966860
54469,17933,1967181
54476,18159,1967527
54481,17910,1967535
56645,178674,1967739
54477,36525,1967814
54486,18172,1967819
54478,18325,1968228
54489,17639,1969498
54513,17934,1969513
54474,18386,1969520
54490,18443,1969804
54508,18291,1969809
54510,18270,1969812
54502,18271,1970978
54509,18320,1971346
54496,18315,1971352
54511,18479,1971663
54501,18179,1971665
54516,190856,1971668
8839,190355,1971670
52391,177640,1972123
54495,18494,1972483
54503,18441,1972764
54507,38539,1972765
54512,21007,1974832
54468,18261,1976443
54499,18498,1977560
54542,176840,1979174
54569,20696,1981197
54540,13460,1981294
54558,18430,1984469
54550,18561,1984495
54568,18510,1985116
54564,184133,1985140
54536,18339,1985696
54556,18487,1985709
54559,18584,1985717
54947,16972,1985834
54566,166711,1986868
54555,18173,1987460
54557,18469,1987466
54561,18572,1987479
54538,160997,1987482
54552,18779,1988103
54548,18564,1988113
54551,18571,1988131
54563,18624,1988150
58282,175457,1988180
54541,18630,1988598
54562,18677,1988609
54567,109659,1988648
54605,18562,1990083
54574,18675,1990085
54580,170714,1990087
54589,18578,1990089
54575,18073,1990907
54615,18839,1990926
54570,18465,1993111
54614,18658,1993117
54597,18431,1993129
54594,18287,1993141
54576,163963,1993180
54587,18468,1995392
54593,3592,1995402
54595,18689,1995404
54606,179694,1996256
54577,163765,1996267
54601,18749,2000812
54592,187709,2000825
54619,183602,2000883
54572,18383,2004281
54617,18841,2004325
54616,21904,2004354
54620,18947,2004373
54598,18745,2004438
54584,19000,2004761
54628,18842,2004763
20626,4194,2004765
54612,186748,2004768
54647,17388,2005053
54703,315318,2005381
54610,18792,2006042
54622,18866,2006192
54625,18838,2006199
54655,18930,2006211
54611,16719,2006613
54638,18872,2006706
54637,66927,2006731
54636,19104,2006735
54635,18879,2006751
54646,19107,2007187
54649,18613,2007945
54627,18556,2009158
14228,19163,2009180
54653,16738,2009646
54656,19168,2009659
54662,18899,2009665
54661,18976,2010192
54664,18900,2010201
54634,164275,2011951
54623,19084,2011982
54640,19175,2013053
54685,18938,2019000
36557,5792,2021431
20010,1045,2021732
54676,18774,2022876
54666,186858,2022894
54668,176234,2022908
54672,5643,2022926
54680,19143,2022947
54683,18973,2022972
54671,18635,2023447
54675,18975,2023468
54682,114415,2023473
54684,39108,2024091
13934,182826,2025188
56146,27247,2034341
54718,18878,2034697
54648,18326,2034698
54724,16848,2035010
54716,19529,2035256
54710,19545,2035560
54719,23167,2035856
54722,184585,2035869
56034,105661,2037218
54706,18306,2037422
9457,13786,2037610
54694,19352,2037919
54705,19377,2037927
59054,322154,2038343
54714,27046,2039686
54717,19470,2039695
13125,30281,2039703
54698,19190,2040028
54721,19391,2040031
54726,18925,2040042
54723,19149,2040052
54713,19154,2040055
54720,19412,2040065
54725,186903,2040081
54702,19517,2040088
54707,17912,2040646
54729,19418,2041385
54730,19117,2041390
54749,19442,2041394
54734,19458,2041832
54753,19440,2041835
54743,19471,2041842
54746,62016,2042997
54744,171187,2043355
54736,19784,2043752
54737,19511,2043762
54747,192458,2043767
54727,177981,2044141
54750,19516,2044148
54731,19525,2044205
54733,19534,2044217
54739,19274,2044550
54754,19574,2044599
54745,19189,2046904
54748,19044,2049859
54752,19518,2050850
54773,19925,2051730
54792,19025,2052555
54763,19747,2052559
54781,19717,2052578
54764,19935,2052587
377,185323,2052610
54782,165563,2052614
10181,183139,2052899
54774,17185,2052907
54761,19773,2054139
54794,19116,2054150
54790,19730,2055400
54779,19859,2055831
54797,19832,2056204
54771,19974,2056211
54783,19830,2056214
54759,19989,2056218
54756,19849,2056222
54757,16947,2057189
54777,19967,2057471
54795,163872,2057473
54772,140988,2057483
54791,176346,2057493
54758,19898,2057814
54762,19507,2057821
54798,19977,2057832
54765,184208,2057838
54828,19528,2058282
54813,19753,2058567
54827,66394,2058577
54818,19912,2058933
54811,19910,2059257
54816,20042,2060475
54832,148396,2060478
54817,32233,2060516
54802,19273,2060731
54804,19526,2060758
54826,20115,2060759
54815,20113,2060767
54800,19851,2061282
54812,20116,2061294
54152,20399,2061313
11064,18666,2061345
54786,19581,2061364
54809,19927,2061627
54825,20277,2061651
54834,20131,2061662
54830,19649,2061984
54831,16009,2061996
54835,331856,2062001
51448,175523,2062765
54793,24506,2063054
54654,18509,2063073
54740,18184,2063087
54787,18424,2063103
59384,41623,2063117
54822,149906,2064133
54857,20018,2065306
54837,20412,2065312
54862,20407,2065320
54824,10121,2065334
54868,20040,2065362
54856,20033,2066810
57020,36133,2066815
51805,18108,2067287
54861,29994,2067289
54870,16549,2067944
54851,20229,2068309
54858,160423,2068322
54875,20540,2068647
4217,9330,2068654
54866,16015,2069029
54855,20010,2070809
54841,20422,2070814
54846,20298,2070824
54848,20147,2070828
54873,18114,2070831
54850,20344,2071788
54867,19719,2071835
10895,184312,2072185
54844,20235,2072537
54859,19582,2072873
54907,20748,2073894
54898,170520,2073903
54882,162453,2073916
54908,187550,2076653
54894,20168,2076656
54892,20330,2076663
54913,27339,2077030
54909,18004,2077404
54914,170639,2077410
54899,30311,2077414
54901,20534,2077423
54905,20611,2077427
54884,19600,2077438
54886,177179,2077445
54883,20645,2077794
54904,36536,2077814
54912,20513,2078711
54890,20643,2078727
54916,20884,2079601
54881,20659,2079929
54888,20644,2079930
54920,20089,2079931
54891,7316,2080242
54918,20655,2080246
54902,20619,2080604
54876,20502,2120797
54959,20628,2121173
54967,20225,2121176
54878,20011,2121193
54879,183603,2121211
58824,29531,2121310
54954,12257,2121571
54923,19858,2121576
54965,37396,2123613
54972,21111,2124468
54976,20517,2124838
54958,20945,2124876
54951,179834,2125312
54978,20090,2125655
54940,20935,2125669
54975,20739,2125675
54971,20943,2125688
54933,22447,2126600
54956,21008,2127503
54934,20798,2127524
54938,111974,2127527
54929,20126,2128031
54960,21124,2128046
54968,21015,2128073
54961,4384,2128711
54973,20740,2128986
54953,21223,2129204
54941,20473,2129232
54946,21020,2129671
54931,20228,2129696
54955,20823,2129703
54963,20567,2129712
54936,20686,2129744
54994,21016,2130273
54948,20913,2130638
54966,21138,2130977
54939,19578,2130988
14858,63388,2131554
54998,21033,2132433
54993,21326,2132733
54984,21165,2132740
54985,5968,2132746
13276,30614,2132753
54996,21145,2134641
54990,186974,2135592
54999,176199,2137907
4825,11213,2139195
51186,154817,2140400
54995,20699,2141759
47882,184592,2142612
55028,18490,2145370
55027,139705,2145382
55007,185337,2147277
55031,31301,2147307
55000,21808,2148336
55589,27274,2149081
55006,21825,2150201
55015,19843,2150895
55032,21422,2150904
55022,153957,2152199
55059,21626,2152615
55060,21540,2153633
55070,21627,2153684
55087,21017,2154415
55048,185277,2154427
55072,21617,2154435
55051,21847,2155226
55062,21019,2155249
55085,21633,2155259
55082,60923,2155262
55043,21047,2155272
55056,8210,2155289
55039,21150,2155317
31714,63541,2155617
55044,21918,2156815
55050,21616,2156835
55066,21012,2157602
55061,21433,2157621
11619,25570,2159000
55083,36044,2159001
55068,18576,2159500
55057,20944,2161030
55084,22037,2161052
55042,21898,2162228
55075,21696,2162610
55035,20692,2162629
55034,21352,2163304
55033,20232,2163313
55126,21744,2163807
55124,22040,2164646
55105,21841,2164651
55095,21916,2164708
55111,21798,2164725
55113,22039,2164733
55123,21815,2164751
55109,20677,2165093
55102,17653,2165352
55074,187721,2165364
55114,22082,2165724
55099,22134,2166082
55054,22025,2166724
55119,21739,2166779
55110,21901,2166858
55125,21261,2166886
55047,189517,2167195
55103,106126,2167221
55098,21630,2167675
55088,22119,2168159
55097,21604,2168169
55108,21421,2168192
34941,115831,2168203
55104,20898,2168600
55067,21378,2168638
55078,29666,2168649
55079,21990,2168667
55122,21079,2168679
55112,21983,2168710
55120,187040,2169188
34750,110804,2169199
55094,21073,2170255
55089,21431,2172231
55148,35712,2173149
21782,10726,2175210
55129,19647,2176262
55145,21999,2176834
55149,163924,2176863
55147,22178,2176870
55132,21845,2176877
55133,22182,2176902
55141,22000,2176914
53627,181445,2177450
55135,22165,2178427
55138,22159,2178470
55143,22258,2179007
55150,22230,2179488
36949,12713,2179515
55146,163965,2201375
15120,63952,2202435
15506,64853,2204149
57763,37672,2204457
55155,22459,2208282
55171,22201,2208288
55174,32074,2208290
56170,22803,2209759
55158,20088,2210362
55176,184113,2211785
55168,22667,2211810
55169,35477,2211857
55353,22964,2212154
55162,22672,2212348
55160,22629,2212362
55167,22704,2212394
55173,22709,2212398
55175,22697,2212453
55179,21895,2214678
55189,22868,2215575
55188,22983,2215597
55163,22653,2216087
55195,22708,2216562
55184,22867,2216604
55191,22927,2217039
55194,27738,2217099
55182,22853,2217893
55196,32908,2218428
55190,22982,2218953
55197,180057,2221568
55199,150681,2221615
55193,19761,2222135
9278,13649,2223356
55215,165968,2223837
55207,23035,2224293
55208,22603,2226015
53027,19205,2226426
55170,22975,2226780
55205,23353,2228113
55213,23294,2228456
55212,32244,2230176
55204,17586,2230610
55214,23119,2231001
55206,23150,2231217
55241,23071,2232357
55222,37168,2236292
55226,23358,2236315
55238,23297,2236323
55229,23238,2236759
55230,23339,2236786
55235,23432,2236810
55225,29251,2237166
55227,22035,2237217
55232,185826,2237701
55242,23147,2238993
55223,23423,2239390
55220,23077,2240012
55240,23296,2240895
55236,21032,2241300
55224,23407,2241578
55252,23433,2241582
55279,23241,2242630
55274,22713,2242661
55269,23521,2242973
55276,23627,2242996
55270,23555,2243091
55281,18978,2243471
55260,23256,2243495
55264,23594,2243725
55202,23086,2284792
55275,32316,2285420
55271,23630,2285448
55280,23098,2285914
56055,180272,2287416
55250,23977,2287421
55273,19802,2287852
55253,23556,2287888
55258,171078,2287919
55259,23650,2288291
55278,182023,2291207
55254,21520,2291224
55246,156676,2291624
55248,24116,2291998
55318,21899,2292491
55326,23818,2292952
55325,23889,2292973
55308,23557,2293005
55328,23996,2293431
55339,23933,2295075
55319,23698,2295077
55312,23704,2295476
55321,23843,2295501
55316,32245,2297028
55284,23856,2297491
55337,21515,2297524
55310,189462,2297988
55314,23935,2297998
55301,23287,2298018
55320,36475,2299490
55327,23990,2299914
55302,23980,2299963
55340,141462,2300004
55313,21004,2300005
55331,23569,2300031
55335,24638,2300046
55297,24135,2300290
55311,24073,2300293
55315,24177,2300298
55303,114203,2300309
55298,24071,2300312
55285,23821,2300557
55323,36506,2300624
55290,22741,2300914
55292,23083,2300928
55288,23865,2300934
55289,23245,2300956
55291,23540,2300961
55287,23225,2300967
55374,23537,2300983
55381,22180,2300990
55347,24084,2301007
55379,24249,2301052
55286,24937,2301430
55293,22734,2301441
55295,24458,2301444
55294,23827,2301517
55365,24176,2301548
55296,5568,2302079
21913,29830,2302775
55317,22590,2302897
55367,185689,2303952
55349,17594,2304881
8275,12256,2304910
55333,24330,2305666
55344,27983,2305713
6473,12717,2305769
55348,24523,2307367
55351,25129,2308022
55362,24911,2308094
55377,24508,2308097
55370,24501,2308160
55341,24616,2308850
47018,163930,2308922
55346,24437,2310022
55361,20299,2310671
55363,25377,2310704
55380,185164,2311347
55350,162146,2312125
55364,347007,2312903
55358,33068,2314143
55345,24422,2314185
55343,23249,2314855
55373,189757,2314972
55342,23208,2315506
55383,24990,2316266
55396,24905,2316322
55399,25128,2316348
55389,25077,2316938
55355,21282,2316952
55386,24861,2317628
55393,25349,2319874
17489,116209,2319926
55384,25219,2320360
55391,25105,2320528
55863,30262,2321092
55382,25600,2323526
10020,14983,2326096
55398,183860,2327876
55406,32771,2336446
55410,26146,2338046
55417,26147,2338712
55461,32365,2344697
5849,13888,2344850
13099,332115,2344861
55411,190572,2344865
55402,24481,2345468
55401,11538,2345888
56492,31982,2346551
55428,28787,2347403
55357,24597,2347966
14293,61836,2349326
55454,26149,2350881
55452,25904,2351879
53689,185193,2353451
55457,26197,2353797
55468,25898,2354584
55425,24896,2354597
55419,25157,2354612
55456,26112,2355071
14996,63687,2355485
55459,26187,2355523
55429,25756,2355566
55462,26269,2356681
55453,166447,2357108
55423,179048,2358351
55421,26156,2358912
55424,23864,2359510
55484,26081,2359530
55422,26351,2359979
55481,108979,2360273
55426,26410,2360887
55490,26341,2360912
55480,26347,2360939
55472,26321,2362070
55474,26367,2364234
55477,26349,2364297
55479,26335,2365268
55509,26494,2371983
57360,25538,2374659
55493,26658,2379226
21695,10235,2381267
55508,26179,2381322
55501,26707,2384798
55394,25424,2385230
55354,165513,2385232
55471,26413,2385290
55496,26669,2388035
55512,184957,2389249
55510,64545,2395496
55521,26874,2403688
55526,37588,2407597
55519,26818,2408287
55527,26864,2415279
55525,17875,2415981
55537,20649,2419952
55534,35367,2419975
55517,26495,2423220
55540,26636,2428009
55530,26895,2430928
58583,321429,2433698
55538,23106,2435175
55543,24599,2438354
55549,26677,2445859
55544,177367,2447316
55548,26361,2448836
55541,5671,2449527
55568,27155,2452561
56317,170791,2455105
55574,187368,2455741
55581,66929,2455814
55562,26722,2456520
55569,26817,2456761
55580,25893,2456763
55557,27119,2457210
55570,27252,2458681
55567,187236,2461211
55575,27245,2463413
55572,26892,2463611
55582,18312,2463669
55586,26798,2466542
55588,26873,2467018
55592,26908,2467684
55595,27014,2469741
55560,27318,2470350
56268,22460,2475618
55591,27354,2476958
13759,60801,2477015
55601,27364,2477574
55599,16125,2480954
55593,27392,2481688
55585,26590,2482889
55587,27604,2484686
45708,156578,2485054
55607,27148,2491539
55613,27669,2493943
55623,27387,2493954
55605,27635,2496125
55608,27476,2497162
55619,24175,2497837
55617,27652,2497838
55606,27338,2499663
55625,26847,2500821
55671,36014,2502391
55668,27737,2502436
55677,26144,2502547
55670,27665,2503084
55669,17727,2503443
55672,19998,2504679
55673,27670,2505431
55667,27703,2506658
3213,7662,2514597
55675,34584,2516382
55614,27576,2517704
55531,17485,2517727
55615,17175,2517759
55395,349972,2517786
55616,178175,2517803
55676,14489,2519758
55547,23705,2520787
55590,156421,2520804
55624,27645,2520829
55621,33048,2520984
55692,27874,2524449
55708,26411,2524565
55688,29275,2526775
55696,27905,2528091
55698,27887,2528455
55691,27945,2528919
55700,26788,2533198
55694,28012,2533281
55707,21867,2533406
55697,26746,2534587
55687,26709,2534641
55684,28070,2536336
52847,176899,2536797
55713,28379,2538157
55776,16648,2538359
55747,28084,2538518
55755,178847,2538877
55754,28087,2538972
55777,19071,2538992
55718,27638,2539638
20221,14793,2540737
55744,27699,2540978
55743,34766,2542403
55690,27909,2542426
55760,21834,2542779
55752,28367,2545398
55749,23093,2546475
55775,27575,2550543
55742,34562,2550546
55757,28424,2550972
55746,28420,2551152
55717,27800,2554395
55794,22284,2555609
55762,29016,2555718
55796,237269,2556423
16357,26809,2558075
55773,27054,2558527
55778,28790,2558653
54976,20517,2562581
55790,183524,2565584
55788,178907,2565789
55785,27706,2574107
15867,65967,2575125
55824,28091,2575388
55827,28365,2577344
55822,29191,2577361
55828,13484,2578208
54043,194755,2584810
55751,178415,2586445
55825,8440,2589609
55805,28719,2592200
55807,27394,2593891
55806,27393,2593899
55842,29524,2602591
55835,29914,2603853
55847,26162,2605433
55852,29684,2605625
55841,27386,2605626
55840,29565,2605714
55836,29004,2606472
55849,33911,2606810
12654,26305,2607689
55837,29819,2607844
55858,30004,2607907
55864,29670,2609226
55859,29760,2610276
55711,27373,2610397
55861,30223,2613399
55857,29835,2614784
55856,26475,2614786
55866,185587,2619640
55886,30076,2624747
55867,30091,2625560
55862,184006,2626208
55876,20756,2626288
55874,30435,2629661
55884,29207,2630414
55894,185894,2630444
55883,21042,2631875
55872,30560,2633390
55877,30535,2634043
55879,30145,2634083
55892,183727,2635894
55869,30655,2638015
55888,34414,2639060
57555,37473,2640453
55925,142460,2642720
56962,21833,2643104
55898,264193,2643828
55907,26509,2644461
55899,30736,2644506
21368,8387,2646153
55900,30622,2646633
55921,36609,2646697
55901,30397,2646703
55854,116829,2647963
55745,28525,2647996
56300,26218,2648025
55885,21076,2648030
55850,34300,2648061
14045,22136,2648322
55865,21178,2648341
55756,163667,2648444
53017,179817,2648532
55795,107843,2648536
55920,170655,2648894
55924,26725,2648906
55911,29680,2649311
55909,22155,2651424
55914,150761,2651466
55906,31004,2651886
55904,30999,2651922
55912,31059,2651951
55908,30998,2652039
55922,30922,2652175
55956,31109,2653398
55940,31112,2653794
4340,10221,2654473
16115,31265,2654897
55962,31252,2655270
55958,31108,2655411
55938,29418,2655652
55935,112572,2655905
55954,157373,2655941
55928,30098,2656398
55943,31091,2656424
55939,31331,2657415
55936,31294,2657879
55931,31466,2660892
55932,31236,2660908
55941,31494,2660935
53346,175269,2661016
55930,29155,2665107
55990,37350,2665494
55955,31384,2665616
55994,31457,2667226
55973,20959,2667399
55979,31405,2668962
55983,31819,2669043
55982,27977,2670446
55972,31805,2670527
55985,20621,2670940
55965,12485,2671876
55975,31958,2671932
55996,187665,2672023
55993,194655,2672316
55969,31994,2672331
55980,31848,2673008
55984,29013,2673021
55987,31606,2673113
55991,31628,2673378
55976,36550,2673390
55978,31656,2673818
55967,31624,2673835
55986,31657,2673857
55968,31585,2674295
37961,32078,2675043
55919,29508,2675483
55992,29558,2676759
56019,39571,2680339
55999,32046,2680801
56003,183547,2682386
56002,32193,2682408
56012,32219,2682912
56008,32018,2682938
15441,64645,2683555
57201,36819,2685633
56005,32238,2685870
59222,324960,2685971
56014,32102,2686069
56007,32098,2686250
56016,23337,2686624
56044,32130,2686667
56031,21807,2687177
56017,32228,2687264
56043,32283,2689173
56000,31774,2689260
56046,18398,2689324
56051,32192,2689722
56036,31845,2690260
56040,35490,2691304
56050,177182,2695670
56027,4060,2696655
56068,32273,2702414
56058,32356,2704628
56062,32348,2705668
56082,35808,2706117
56061,32456,2706132
56077,31442,2706439
56059,32383,2707471
56079,32285,2707495
56066,32382,2707533
56106,21601,2709871
56084,32469,2710097
56094,18182,2710972
56056,32352,2711448
56090,35552,2712781
56097,35850,2714617
56099,27555,2714649
56085,32541,2714663
56102,32451,2714699
56091,110979,2715158
56086,32526,2715202
52837,178851,2715582
56105,21035,2715613
56089,179461,2716464
56049,32347,2716916
56103,32253,2717818
56087,32574,2718727
56096,32557,2719470
56101,32619,2719507
56115,189594,2719684
56117,32530,2721877
56126,32528,2722672
56127,32525,2722674
56129,32524,2722675
56124,20554,2722679
56118,32610,2723947
56153,26270,2724839
56141,32519,2724893
56158,32665,2725071
56148,26359,2725802
56150,32571,2726417
56143,32675,2728761
56120,32641,2730096
56130,11877,2730194
56161,32601,2730252
56121,32688,2730319
56138,37426,2730329
56160,32698,2730343
56157,25332,2731852
56119,20960,2731967
56122,32372,2736747
56175,39160,2737504
56194,32736,2737526
57331,32852,2738373
56151,24421,2739107
56190,22439,2740583
56181,32792,2740610
56176,32763,2741231
56163,32775,2741256
56169,29375,2745329
56164,32748,2745423
56171,175299,2748884
56870,32860,2752523
22122,16582,2754066
56177,32824,2757022
56229,32674,2757351
56235,36598,2759067
56210,30284,2761505
56216,32855,2762605
56223,32558,2763562
56230,34941,2764057
56220,31507,2764882
56233,21522,2766996
56231,32861,2767032
56236,22114,2767088
56238,32894,2767857
56239,36987,2767882
56221,31386,2767906
56234,35354,2768781
56259,32580,2771146
56255,33066,2771157
56277,32851,2772044
56270,32919,2774053
56280,21799,2774058
56251,32938,2774073
56267,32935,2774847
56258,32303,2774896
56261,36748,2777172
56276,177405,2777181
56265,184049,2777864
56275,31348,2777886
56269,35852,2778711
56273,187122,2782404
56274,349530,2782429
56297,113978,2787687
56292,32941,2789784
56294,19467,2790715
56303,183729,2792074
56293,33131,2792143
56308,33133,2792812
56287,33037,2793558
56302,33138,2795152
56295,32878,2795876
56139,34621,2795949
56288,33152,2797305
56307,33184,2799121
56289,33233,2799164
56296,33240,2799227
56305,36949,2799487
56298,32254,2800072
56332,25740,2803755
56338,21000,2804720
56314,33232,2804837
57240,36897,2805305
30940,61153,2807644
56344,33274,2807691
56328,33321,2808215
56340,33272,2808274
56339,33420,2810591
43166,32858,2811093
56337,33421,2811156
56335,33301,2811194
56346,33275,2811205
56618,18231,2811906
56387,33428,2812500
56381,33317,2812896
56363,33435,2812976
56383,33429,2813318
56364,161023,2813360
56366,33316,2813387
56351,33423,2813388
56365,33424,2813410
56376,33459,2814645
56371,33444,2814691
56352,32767,2815062
56347,33326,2815129
56925,35867,2817023
59438,349994,2817193
56353,33446,2817324
56382,36565,2817587
56355,33533,2819136
56378,33445,2819543
56359,33531,2819652
57002,33634,2821706
56358,33243,2822267
56357,33439,2822268
52381,177780,2822985
56379,40015,2823243
56373,32396,2823436
21035,6338,2824528
56400,35481,2824594
56432,36175,2825901
56429,33596,2826745
56427,33597,2826961
56390,33610,2827524
56422,33693,2828892
56403,33641,2829195
56428,33660,2829220
56416,33500,2829242
56411,33638,2829269
56414,37713,2829343
56396,33643,2829576
56399,33657,2829609
56430,33684,2829765
56413,33631,2829870
56402,33614,2830523
58484,37198,2831412
56397,39527,2831760
56410,33624,2832204
56415,33425,2832249
56418,33664,2832595
56421,33601,2833549
56406,33696,2833848
56405,33694,2833865
56420,33698,2833879
56395,33637,2833897
56362,19815,2834312
56401,33603,2835253
56448,33758,2837352
56354,19800,2840128
56458,107423,2841449
56453,33723,2843776
56440,33720,2843881
56465,22387,2844483
56451,33695,2844545
56447,31914,2885213
56459,33704,2885272
56442,33721,2885437
56463,33719,2886366
56449,33743,2887908
56462,33751,2888163
56450,13431,2889159
56457,33810,2889378
56441,33759,2889444
56461,33861,2889484
56445,33668,2889849
56446,32395,2890038
56466,33725,2890088
56444,31295,2890993
56475,33766,2893637
56473,33767,2893717
57617,37633,2894282
56484,37230,2894562
56481,33625,2895826
56497,33780,2896594
9014,33962,2896707
56495,105394,2897809
56480,37318,2897876
56482,33855,2898644
56491,32804,2900206
56483,33749,2901555
56496,37534,2901579
56512,17754,2909828
56526,34015,2913680
56521,18264,2913924
56516,34132,2917470
56499,34076,2917957
59156,34158,2918456
56498,33955,2918725
56511,34140,2920393
56520,34016,2920509
56518,34189,2920566
56514,34077,2921110
56523,34082,2921758
56528,34065,2921814
56500,33951,2922730
56533,34101,2923206
56563,34118,2923820
56534,34102,2923866
56553,34259,2925944
56558,36293,2926001
56536,34161,2927408
56537,34048,2927431
56561,34164,2928019
51111,174648,2930264
56571,34193,2930290
56564,34266,2932288
56550,179690,2932362
56547,37106,2932936
56542,27653,2934436
56557,150803,2935509
56539,34053,2936258
56487,33999,2936606
56334,33056,2936853
56573,34241,2937637
56556,34342,2937825
56541,328795,2938449
56585,34382,2940232
56580,34296,2941948
56592,33781,2942874
56546,34337,2942912
56588,33997,2943565
56581,34327,2944433
56578,27841,2944533
56576,34415,2945173
56587,21554,2945962
56584,38001,2945998
56586,36515,2947068
56589,37231,2947095
56590,34420,2953918
56574,34469,2957198
56617,33550,2957437
56611,34410,2959246
56616,34429,2959363
56608,33155,2960208
58571,105811,2960961
56615,37559,2962580
56610,33733,2963426
58462,330826,2966469
56626,34618,2976832
7999,16456,2978817
56630,34338,2979820
56625,39301,2985425
56629,34418,2987151
56646,37490,2987255
56651,34078,2989739
56632,34616,2990559
56633,34578,2991420
56655,37587,2991439
56619,34765,2992276
56647,34587,2992532
56660,129441,2993992
56642,34682,2994878
56654,34593,2995500
56649,34566,2995650
56657,34834,2997456
56656,34613,3000661
56653,34640,3002006
56638,37182,3003017
56644,37268,3003034
56676,37576,3003712
56641,25589,3003843
56679,34854,3005170
56681,39338,3005800
56675,39053,3007863
56672,37537,3009726
56662,34636,3010375
25260,16476,3012387
56682,37213,3012890
56685,176828,3012944
56683,34883,3014748
56673,34873,3015455
56668,34443,3016790
56667,34746,3017437
56687,34919,3018035
56711,34882,3018058
58182,38618,3018103
56713,21984,3018528
56666,34956,3018630
56702,35018,3019135
