CUSIP,CRSP_PERMCO,TICKER,Compustat_GVKEY,BoardEx_boardID,RP_entityID
57064P10,57156,MKTW,039311,3239373,
89846A40,57027,MEDS,179507,3163696,
52178J30,56950,LFLY,035761,3104297,
09057210,655,BIO,002220,4311,
60855D20,55588,MBRX,026873,2467018,
83422350,55828,SNGX,013484,2578208,
26533410,57624,DUNE,037525,3315839,
27780240,56046,EAST,018398,2689324,
74441310,57932,PIII,037797,3344391,
45384010,2253,IBCX,014253,33327,
88032L50,53335,TENX,027939,1650203,
45791E20,57661,ISPO,037362,3312174,
00809J10,59078,GMFI,040096,3492766,
36227K10,13876,GSES,061077,14024,
40516610,58176,HGTY,038237,3380250,
45174J50,56830,IHRT,003105,3058565,
36263W10,59179,GSRM,040528,3512118,
G5259L10,57950,KRNL,037816,3340121,
49007310,57104,KCAC,037449,3206050,
88831410,14293,TYTN,061836,2349326,
31813610,58850,FEXD,039456,3464604,
82823L10,14867,SSRIF,026768,28009,
45258H10,59085,IMMX,039677,3487642,
29330620,34783,ENG,061971,665173,
46631310,12108,JBIL,028195,17238,
30612110,59695,FBYD,038370,3366592,
53681J10,59683,LAC,043404,3690418,
96208T10,46169,WEX,162385,97122,
92912R10,47865,IGA,165439,790820,
36258Q10,57103,GSAH,039935,3207955,
66877110,10224,GEN,015855,29774,
G1927610,57941,GLBL,038016,3354901,
67959210,3334,ODRES,010894,32094,
22053A10,56737,QNCX,035102,3030069,
05208W10,56018,AUG,181327,1694348,
19401410,53008,CFX,179577,90107,
84250210,4350,SWTR,009849,1938,
81789Y10,54089,SSC,024658,1822262,
11283010,55803,RA,029399,2580139,
30257810,56297,FNCB,113978,2787687,
23331A10,11559,DRHI,025340,9582,
03814F40,11186,ARCI,024660,2365,
G9831X10,58618,XPAX,038818,3430288,
Y2187A15,46849,EGLE,163685,783042,
92242T10,55001,VVX,020661,2152653,
45828B10,55395,NTEC,349972,2517786,
15486W10,59693,CPBI,043152,3695252,
03822510,323,APW,001706,729,
18589910,20462,CLF,003107,7058,
68621F10,55742,ORGO,034562,2550546,
70451X10,58482,PAYO,039103,3255459,
74167B10,51457,FRST,175607,1007505,
52532710,51338,LDOS,165123,660090,
46264C30,58645,AUID,023001,3440208,
49690240,26227,KGC,008644,17958,
82711P20,59404,SILO,170430,3569029,
92205110,21849,VFM,011060,32574,
80100R40,59101,SANG,106965,1092589,
26981710,56806,EIC,034298,3063204,
02156Y10,57613,ALTU,037077,3310332,
53122972,54311,LLYVK,017010,1924862,
90290510,21795,X,007017,32067,
G8827U10,54503,TPRE,018441,1972764,
46625H10,20436,JPM,002968,17528,
68235M10,55569,ONS,026817,2456761,
G1933S10,14715,CASI,063030,10788,
03815U30,55103,APDN,106126,2167221,
82900L10,55614,SMPL,027576,2517704,
G6855L10,58672,OXAC,039412,3435473,
36266G10,59446,GEHC,041818,3599725,
15117F80,54990,CLRB,186974,2135592,
45031U10,22124,SFI,031958,17084,
58155710,30521,MKN,007171,19966,
12637A10,53823,CCLP,181745,1706481,
09174P10,59179,BTM,040528,3512118,
07734710,6653,BELF,002124,3946,
24661P80,40199,DCTH,140023,3190985,
30325010,9360,FICI,013824,11499,
69913P10,58802,FNA,039734,3463376,
88077910,3302,NWEN,007991,30442,
67107410,15841,OYOG,065896,23537,
53122977,54311,FWONA,017010,1924862,
48266220,2577,KRMC,006311,25061,
48311920,56008,KALA,032018,2682938,
33748T10,14091,FWWB,061487,3541,
15231R10,30381,CXP,030032,606143,
89151A10,30975,TRL,061483,8783,
68236V20,55990,ATNF,037350,2665494,
88077910,3302,TERX,007991,30442,
05368M10,9899,CDMO,014603,24165,
25460L10,58757,DSAQ,039474,3454095,
88338T10,45728,THRX,160668,114747,
38287310,57738,GMII,037810,3331254,
69365610,21402,PVH,008551,24356,
72703X10,58025,PL,038135,3360512,
86889P20,57549,SRZN,039417,3300529,
14390510,14888,CRSV,063456,5892,
26926D10,1543,EVI,004367,3401719,
29405E20,13950,ENVB,037640,2730376,
89416410,50965,TNL,174729,858089,
31813A10,58941,FINW,039263,3477620,
44991110,2381,IPPIF,006135,10607,
36870C10,59591,GENK,043059,3658759,
31942D10,10905,PAWN,024157,50,
G7255610,58879,PEGR,038520,3470137,
08069410,58788,OZ,039475,3465417,
53814X10,56273,LVO,187122,2782404,
65119210,3178,NEWL,007875,22048,
23372910,16526,DAGM,120456,8591,
84678410,56480,SPAQ,037318,2897876,
00445A10,59557,SLRN,042892,3640951,
02301P10,14880,AMAR,063446,3556292,
00973N10,55883,AKTS,021042,2631875,
41901110,2088,HATH,005520,645861,
04033610,7556,ARID,012964,5484,
G6256B10,59262,DECA,040822,3524048,
19469310,13517,CIGI,028485,11976,
94974610,21305,WFC,008007,33264,
92936P10,5849,WMIH,013888,2344850,
61980M10,57454,MOTN,037146,3283312,
G6301J10,58962,MCAA,039512,3472339,
84741T10,29859,PIF,028336,16181,
G2061X10,58931,CBRG,038443,3473682,
63633E10,9848,NH,014960,18319,
67523210,3326,OCER,008079,22915,
29426110,8743,EPTO,012915,23317,
05465C10,46441,BOFI,162560,643128,
62818Q20,56049,MBIO,032347,2716916,
02028330,50013,AAU,022570,924579,
74967X10,54265,RH,111873,1901845,
04891310,14232,ATLC,061711,1955483,
28617K10,55031,ELDN,031301,2147307,
88554E10,26127,TDSSF,014898,276,
46064A10,57014,IPV,038357,3157625,
09064Y30,52369,BIOF,022047,1055723,
00894010,58083,AISP,038360,3368845,
92838J10,58992,VSAC,039736,3470480,
45784L10,58763,INAQ,039409,3443801,
02729710,53203,ALN,160196,1567805,
78463810,16127,SQLF,185372,1647390,
20568420,45998,CHCI,161072,638905,
23126930,38412,CRIS,138341,8434,
53606310,21107,LPO,013562,5006,
55374510,57248,MSPR,036808,3248968,
53225710,14385,LPTHA,062217,18876,
74346M40,59344,PMN,165266,1040018,
78659830,29768,SGA,027790,26850,
71880W40,54744,PHIO,171187,2043355,
G1172810,58926,BLEU,039064,3477995,
28249U10,54714,EIGR,027046,2039686,
46002610,5184,IMMC,006100,1141059,
03770N10,59600,APGE,043091,3663667,
45950610,20991,IFF,006078,16530,
G8136L10,56867,SSPK,039025,3066882,
66877110,10224,NLOK,015855,29774,
83570V10,37528,SONS,135965,28591,
02151310,16147,ALTO,163595,748451,
00973E40,54711,AKER,038664,55119,
73234410,56103,PDLB,032253,2717818,
23204X10,56040,CTOS,035490,2691304,
36872P10,16636,GNSS,022373,646483,
88675P10,58681,TYGO,039185,3433298,
65144810,57181,NHIC,039280,3242281,
87182910,21698,SYY,010247,29837,
95653410,21913,WP,029830,2302775,
33938A10,55169,FLKS,035477,2211857,
36117V20,53237,FTFT,149379,1600682,
80688210,12574,RDUS,029217,27251,
88262P10,57695,TPL,010504,30511,
03816920,44803,APLD,146738,3525508,
57686G10,157,MATX,001254,1349,
G2R05B10,58938,DPCS,039949,3473454,
,21413,PW,008611,24536,
33813J10,56480,FSR,037318,2897876,
G5251K10,58635,KCGI,039292,3436116,
G3661E10,58852,FOUN,039345,3463290,
95889210,42533,WNEB,146607,33367,
02079K30,45483,GOOGL,160329,116351,
67136510,579,OHSC,008060,22092,
31374510,20697,FRT,004605,11649,
66676210,28947,NRIM,023450,22520,
05156V10,55021,AUPH,117829,1604057,
77664L20,57375,ROOT,037150,3290477,
G2379F10,55985,CNAC,020621,2670940,
78670010,59611,SGMT,038790,3663634,
09610B10,59168,ONCO,039863,3510236,
04282M10,58079,ARRW,038070,3359450,
94068810,21890,WWP,011304,3244,
31927910,1645,FBKS,004723,31946,
96949410,1582,WMFG,004448,10992,
40624Q30,10299,HALL,027932,14213,
G4966710,59474,ISRL,041056,3603168,
96822320,4922,JW,011499,33491,
04772610,59594,BATRA,027186,3665497,
43575830,20922,HOC,005667,14955,
62886E10,31832,VYX,007648,21710,
14838T20,59422,CTM,024035,3572447,
76115210,13753,RMD,031887,26113,
49435510,2545,KIMB,019129,1646940,
12520C10,58084,CFFE,038259,3364699,
01917010,56090,AGAE,035552,2712781,
84546710,4338,SWN,009904,29260,
26168L10,7557,DRWI,011796,9618,
29430C10,59643,VSTS,043360,3689264,
68571X30,54323,ORC,187148,1932148,
50540120,14722,LRW,022207,18329,
30190A10,59433,FG,027215,3588816,
87288510,4456,TIMS,010305,31438,
88332T10,57661,TVAC,037362,3312174,
48815210,2519,KELY,006379,17781,
65339F10,20684,NEE,004517,12407,
G7573M10,59019,RRAC,039925,3472342,
15872M10,56347,CHX,033326,2815129,
86882L20,58981,SURG,033382,3471924,
15665420,6905,CPPC,012818,1025551,
74158910,20483,CCC,003243,6930,
30324Y10,59176,FGMC,033549,3512224,
84790A10,21948,SPB,011670,34048,
36352H10,52931,GAU,144183,1067395,
02115M10,59162,ACAX,040601,3503270,
00758B10,15916,DINE,019398,919,
00764X20,45058,ANX,031177,4343,
42227C10,56742,HSAC,035982,3031034,
14687510,13396,CNY,030857,5954,
84757T10,57969,MDAI,349337,3410171,
46489V10,6905,CATX,012818,1025551,
33830W10,54342,OAKS,016884,1942028,
12510J10,57594,CBAH,037355,3311627,
03279730,55453,AVXL,166447,2357108,
81728J10,55592,SRTS,026908,2467684,
25470910,52396,DFS,177376,78171,
22002T10,11276,CDP,024825,7936,
56575610,51099,MAQ,174700,861834,
92747V10,57917,VWE,038952,3069418,
90933T10,44696,UNGL,156384,812456,
13803570,56384,CGC,020096,1684784,
34629U10,11455,FORG,025138,635120,
85237B10,59624,SRM,043099,3674478,
86782U30,54003,SSH,271987,741392,
45765Y20,10993,ISIG,024204,16147,
73931210,3641,POWE,005149,13213,
68752M10,11486,OFIX,028380,23423,
10949T10,56255,BRSP,033066,2771157,
31941410,1658,FCAP,004685,31417,
60463E20,54899,MGEN,030311,2077414,
37503610,56781,GIX,035308,3040993,
18507C10,56807,CLPT,184077,3051757,
40263550,50323,GPOR,026069,3394791,
16282820,55984,CKPT,029013,2673021,
06690B10,59148,BYN,039507,3499102,
83056P71,59009,SKE,108265,1106233,
87943310,5230,TDSI,010411,30302,
89671220,7329,TRTC,010740,31348,
G8708A11,56496,TZAC,037534,2901579,
29280W10,57868,NRGV,037937,3340873,
45837Q10,12204,IACT,028806,16285,
75989230,53760,MTBL,186996,1700869,
75955K30,44117,MARK,178494,1004151,
68218C10,58971,OLIT,039836,3474076,
14292210,58546,CTCX,038242,3428299,
04010L10,45709,ARCC,161966,650003,
46050R10,52694,THM,107032,16186,
71844V20,58502,PECO,026839,3422549,
57734510,2784,MAUI,007117,19831,
68402310,45180,ONI,154605,1953399,
11750K40,59369,BRSH,041411,3555006,
44183U10,50954,HGO,146659,736033,
41324710,55212,HRMN,032244,2230176,
00827310,44892,ARC,156953,421516,
61539430,21219,MOGB,007549,21072,
51476610,14374,LFCR,062169,18421,
44148G20,56649,HOTH,034566,2995650,
G9TY5A10,58537,ZURA,039028,3421848,
44320110,20060,HWM,028192,1319,
38286710,55850,GSHT,034300,2648061,
95805V10,53671,WRN,174280,874922,
06405810,20265,BK,002019,945834,
00773710,34622,MPU,066301,965,
87155110,21695,SYMS,010235,2381267,
85787410,4255,STAK,003424,29151,
12415510,57079,BFLY,038079,3195448,
00702560,57108,ADTX,035958,3208232,
83370P10,58979,SOPA,039557,3473591,
39678G10,56946,GRNV,035784,3112480,
60938K30,57102,ML,039752,3206914,
87167T20,58488,SNPX,037386,3402636,
03014520,16636,ATCO,022373,646483,
G4962C11,58056,ISOS,037855,3359431,
39957D20,58067,GROV,038109,3370447,
08774B10,58082,BETR,038089,3359537,
36357610,7094,AJGC,004973,12761,
22440810,59505,CR,003580,3631140,
77584N10,57561,DBDR,037153,3295584,
00183L10,56057,ANGI,032502,1735219,
G0370710,57399,ATAC,038845,3287705,
31314810,28392,AGM,015153,11644,
03675210,42273,ELV,145046,2273,
04301G50,56790,ARTL,026356,3047766,
48563L10,58209,KRT,035674,3382588,
85512C10,14237,SGU,061735,29076,
07346330,57540,BODY,039112,3303041,
67574660,14969,OCN,063639,22934,
74968510,3911,RPOW,008902,26668,
60819010,11446,MOHK,025119,20964,
82811P10,55527,SRAQ,026864,2415279,
03834B30,59117,APCX,165286,3495279,
81784E10,53174,SEVN,174360,1390445,
43353920,57553,HIPO,039380,3300419,
14070B30,53027,CAPR,019205,2226426,
83085C10,57473,SKYH,037066,3286824,
52891510,5860,LXXX,139201,14353,
25432X10,53043,DCOM,063135,5076,
22141330,59172,COSM,018874,3513140,
00835Q10,57014,AEVA,038357,3157625,
04071210,7914,RK,011872,2571,
17286220,20454,CDL,031629,6914,
21867A10,13987,CLB,061759,7887,
17107740,55544,CDXC,177367,2447316,
15708Q10,54817,CERU,032233,2060516,
84465L10,59037,PORT,040327,3485780,
64132K20,54434,NBSE,032984,1958370,
77669610,11344,ROPR,024925,26544,
23335110,20550,DWG,003708,31287,
21234W40,55193,CTRV,019761,2222135,
14365810,20394,CCL,013498,5867,
27468110,57170,ERES,036775,3238698,
09630810,56019,BVH,005849,2680339,
28253R10,56626,BCOW,034618,2976832,
45866530,5925,TILE,006034,16341,
,21935,WLV,011566,33655,
09631H10,59384,BHM,041623,2063117,
69810210,57154,PANA,038076,3208282,
19243B10,58839,CGTX,039290,3461175,
31812F10,58943,FNWD,107644,3472179,
70387R40,55547,PAVM,023705,2520787,
12521H10,59065,CFFS,038362,3487602,
91729210,7407,USBP,017269,2039,
06664410,58710,BNIX,039268,3447314,
36476010,1892,GAPS,004990,12818,
55922210,26268,MAGAF,006946,19440,
55267610,21130,MDCO,006865,92177,
G6S23K10,57955,MACA,037967,3350208,
83548F20,56753,SONM,035104,3030364,
G7308P10,58814,PHYT,039816,3468934,
29973420,56371,EVLO,033444,2814691,
G2574110,57892,CPTK,037854,3343852,
10523010,59586,BOF,042987,3655758,
Y2718360,51099,GSL,174700,861834,
76090R20,55755,RSLS,178847,2538877,
63910B10,16506,BFX,027760,9335,
20564W20,52381,SCOR,177780,2822985,
50068810,53769,KOS,186276,1701793,
67904310,21332,ONG,008151,23165,
10258P10,58056,BOWL,037855,3359431,
67012D10,56237,NVMM,030280,3029538,
33817P30,59659,FTLF,178413,3685422,
08178Q10,59585,BENF,038396,3459984,
G8857R10,56422,TBRG,033693,2828892,
00532020,65,ADGE,001117,26018,
00185810,176,APIE,001050,6149,
11300410,59445,BAM,041817,3592085,
88540310,7922,TUSA,018290,22003,
36809R40,57992,VINO,026832,3351572,
75040P10,16512,ROIA,120301,25670,
35843310,32183,FBG,066085,12532,
52539T10,56175,LACQ,039160,2737504,
28059Q10,57726,EAC,037734,3328674,
31314830,28392,FAMCK,015153,11644,
92556H10,21866,VIACA,013714,32587,
26441C20,20608,DUK,004093,867887,
87651B10,41562,TASR,143912,30004,
90118T10,57988,TWLV,038177,3358312,
92742E10,26284,EAVKF,013453,11495,
77867P10,58681,ROCG,039185,3433298,
66528210,29468,NIZ,019209,22507,
88019210,29981,TEI,028911,639576,
05474820,46446,AYRO,036535,780519,
33709710,7902,FIST,024316,14301,
33631F10,56827,FSEA,034937,3076499,
02343540,54727,AMDA,177981,2044141,
29293410,6748,EGAS,004383,2963,
27780230,56046,ESDI,018398,2689324,
36790510,32110,GET,024620,12897,
04643310,397,ATRO,001823,2864,
00175J10,15711,POWW,036153,3306328,
12654510,6391,CU,003278,6237,
82659860,55866,SASI,185587,2619640,
65344G20,56274,NXTP,349530,2782429,
92280L10,57664,VTAQ,037459,3318339,
45902810,12949,IAAC,031521,732161,
29426110,8743,EPT,012915,23317,
75875010,3840,RGLB,009016,25944,
83083010,21623,SKH,033652,28213,
57387410,37731,MRVL,137310,19750,
28250A10,57727,ENFA,037610,3327525,
77451510,11934,RCKY,027776,26481,
G8377A10,57579,SV,037073,3302534,
G2758T10,58090,DHCA,038040,3359475,
14875P30,55302,CATB,023980,2299963,
82846H20,55920,SSNT,170655,2648894,
72072030,3659,PRCE,008582,27595,
02358650,30020,UHAL,001393,1974,
21926910,1783,CGII,004632,887375,
02115D20,57565,AEI,036005,3302616,
00216W20,57205,ATIP,296677,3247527,
03761U50,45078,MFIC,266257,560357,
62956710,59006,NETC,038974,3476537,
82833610,47004,SLW,105861,745452,
21772110,6473,COPY,012717,2305769,
12575030,12793,CMGI,029621,7130,
22275C10,59664,PODC,043284,3682212,
68371510,14305,OTEXF,061870,23228,
42227R10,58665,HWEL,038557,3431855,
76665T10,36564,REPX,034183,30416,
G8661310,58062,TWNT,038132,3360682,
69120X20,57310,OWLT,039255,3266653,
37962G10,59398,GLST,041449,3566714,
21871N10,32025,CXW,065084,7952,
09066L10,11383,BTIM,024996,1601866,
71360T10,41702,PRSO,040460,21022,
82774010,11901,SKTV,036691,3230062,
14066L10,55104,CAPN,020898,2168600,
08651610,7506,BBUY,002184,4118,
G0223V10,59453,ATMC,041886,3598868,
71902K10,58876,PBAX,039649,3460009,
29203430,59238,EP,026028,3515835,
96822330,4922,WILLB,011499,33491,
64135M10,54781,NGNE,019717,2052578,
37637K10,58778,GTLB,039687,3463198,
30292110,26284,FAHNF,013453,11495,
02075310,20058,AHAA,001327,1573,
G0232F10,59570,ALCY,042024,3641104,
12480510,13695,CBZ,031752,6339,
60365W20,58581,MINM,183666,3419263,
29670G10,21397,WTRG,008542,24338,
82966U10,13304,CDRD,030662,28130,
G5074010,57608,SPFR,039784,3306795,
58503F50,53653,MCC,186279,1683103,
22163N10,29637,COT,020338,8032,
68268010,21332,OKE,008151,23165,
21038E10,51957,CEP,175271,888048,
87611R30,50600,TRGT,025999,57738,
42221F10,12740,HLRT,029517,20133,
34484910,21936,Z,011584,12240,
05943C10,16470,BSGK,065235,9168,
00808Y40,55344,AEMD,027983,2305713,
05644R20,53689,BONE,185193,2353451,
05580M10,55369,RILY,178073,2308192,
91202320,4246,USGL,009728,1670206,
04956D10,59560,ATMU,042033,3647723,
37519U10,58760,GIA,038310,3454108,
00081T10,47179,ACCO,164506,665743,
87224V10,58606,TCBC,038583,3425451,
81256L10,57760,ICU,037783,3335015,
52481410,54202,LGP,015212,1899182,
55607W10,44978,MFD,264647,1022345,
08773T10,57762,BTTX,039994,3325600,
95825R10,54296,WGP,016225,1912843,
52473Y10,58954,LGTO,040132,3478353,
29443G10,5860,EQUS,139201,14353,
68371830,16581,OPWV,121257,23233,
14817C10,37952,SAVA,137642,23660,
60743F60,59091,MOBQ,163850,3485416,
68620P70,56749,OGI,021577,2161210,
90249410,4620,TYSNA,010793,31563,
G8375210,59416,SVII,038926,3572366,
05722410,20253,BHI,032106,3415,
90914910,12583,UNPH,029241,17374,
55347P20,56807,MRIC,184077,3051757,
37191630,34949,GEB,066697,634683,
03768F10,56888,APXT,039157,3083052,
37892E10,30897,GIC,060931,29849,
86722410,29139,SU,015070,29542,
34962G10,55921,FBRX,036609,2646697,
24984530,58659,DRMA,038993,3436140,
70959W10,31780,PAG,063847,32076,
17134010,1103,CRCH,003026,6779,
75574U10,54326,RC,183029,1930657,
72941H50,49997,PSTV,254096,864575,
84445C10,58954,SLND,040132,3478353,
92765110,4805,VIRO,011185,32732,
00432910,44600,AIX,155616,621870,
74319N10,59278,ACDC,040306,3531729,
04548710,362,ASBC,011842,2817,
92912T10,46422,IGD,163612,790819,
86732887,47447,SNSS,023813,461263,
46110710,6051,IUSC,010840,31727,
19393910,58644,CAUD,039259,3434082,
75604810,14518,RINT,062626,917978,
15352710,11617,CENT,025536,6297,
81663L10,57339,SMFR,039321,3259327,
28291410,15567,EGHT,065021,335,
37892210,14243,GLPC,018888,1560214,
86323X10,14535,STRM,062666,18450,
67061E10,29783,NMT,027949,22761,
18452B20,56999,CLSK,186904,3150779,
G8707710,59160,VCXB,038241,3496593,
12529D10,57560,CFAC,039448,3298464,
38286510,57001,GHIV,037763,3150853,
06849510,20065,BRCFF,002055,3618,
88105P10,58062,LLAP,038132,3360682,
84741T10,29859,SPE,028336,16181,
88066N20,59274,TNON,040236,3527918,
89669L10,59538,TPET,041733,3635906,
88947810,8372,TOLL,012395,30867,
89154L10,56638,SHLL,037182,3003017,
G6053N10,59269,MSSA,039892,3522503,
67574610,14969,OCWN,063639,22934,
98420U80,53444,XWEL,012987,1654734,
03937C10,11512,ARCB,001743,2573,
96990410,6149,WSGC,011511,33516,
G2287A20,53280,ADD,177734,1651162,
56270V10,59521,MGRX,042220,3626505,
42984L10,57337,CAPA,038960,3260477,
60256630,13487,MIND,031214,20838,
03965L10,20060,ARNC,028192,1319,
62404B10,58963,MCAG,039854,3475872,
83094010,59478,SKWD,041782,3602848,
90300210,7428,UMH,010917,32126,
69330410,21396,PE,008539,11376,
05493710,4163,BBK,011856,3718,
31189Y20,57884,FATH,037817,3341781,
53229C10,57305,LSPD,034910,3005826,
26168L20,7557,DW,011796,9618,
72570110,21414,PZS,028590,245286,
13119310,29432,MODG,024978,5557,
69182940,1308,OXIS,003691,3350556,
69037010,43146,BYON,147868,101407,
04231570,52831,ARR,178828,1025996,
22989910,840,CFR,003643,8414,
G6516310,57323,JOBY,039405,3267883,
64602510,3200,NJRE,007849,21989,
02919L30,59165,AREB,040723,3506791,
91854V20,59106,VCSA,038288,3379691,
46121E20,11537,INZC,025302,3280875,
23291C10,9028,BOOM,004497,9816,
45719W20,57635,IKT,036787,3317827,
77032310,469,RHII,002312,26429,
91690130,10070,URIX,015240,31918,
62011B20,57765,MSGM,037674,3328593,
78397Q10,57700,SES,037651,3324776,
00253510,5674,ARON,001076,398,
12301310,59062,BRKH,039454,3486176,
07814910,20245,BTC,002137,3782,
75875010,3840,RRX,009016,25944,
40434L10,20908,HPQ,005606,14722,
09530610,54719,BLBD,023167,2035856,
84265V10,31574,SCCO,061811,29256,
04367G10,11064,ASXC,018666,2061345,
G0888J10,59041,BFAC,040334,3487385,
62878D10,58501,NABL,039182,3425569,
58574510,21185,MES,007241,8468,
G8374510,59047,SHAP,040329,3487754,
58064510,21179,MHFI,007163,19953,
49878L10,57751,INKA,037691,3324765,
03832V30,37171,APRI,034709,22105,
08369010,58754,BACA,039638,3455706,
91353810,4684,UFC,011012,27609,
45333F10,59181,IXHL,284719,1588902,
11408220,11101,ERNA,038496,22670,
95790D20,54080,WMC,183108,1818108,
28617B60,59603,ELVA,141099,916450,
44812T10,58463,HUT,033195,1985441,
82537G10,59008,SUAC,039966,3477031,
87265610,55962,TPGE,031252,2655270,
68750Q10,16110,OTIX,062592,940583,
12122L10,56302,BFI,033138,2795152,
